task No.,task_name,earliest_time,latest_time
2381,prep_srv_ww.usp_svc_ww_bpc_seg_revenue_allocation_2021Q4,222,1439
2382,prep_srv_ww.usp_svc_ww_bpc_seg_revenue_allocation_2022Q1,391,1439
2383,prep_srv_ww.usp_svc_ww_bpc_seg_revenue_allocation_2022Q2,102,1439
2384,prep_srv_ww.usp_svc_ww_bpc_seg_revenue_allocation_2022Q3,255,1439
2385,prep_srv_ww.usp_svc_ww_bpc_seg_revenue_allocation_2022Q4,390,1439
2386,prep_srv_ww.usp_svc_ww_bpc_seg_software_split,510,1439
2387,prep_srv_ww.usp_svc_ww_bpc_seg_software_topseller,368,1439
2388,prep_srv_ww.usp_svc_ww_bpc_seg_software_topseller_2021Q1,191,1439
2389,prep_srv_ww.usp_svc_ww_bpc_seg_software_topseller_2021Q2,398,1439
2390,prep_srv_ww.usp_svc_ww_bpc_seg_software_topseller_2021Q3,720,1439
2391,prep_srv_ww.usp_svc_ww_bpc_seg_software_topseller_2021Q4,682,1439
2392,prep_srv_ww.usp_svc_ww_bpc_seg_software_topseller_2022Q1,588,1439
2393,prep_srv_ww.usp_svc_ww_bpc_seg_software_topseller_2022Q2,788,1439
2394,prep_srv_ww.usp_svc_ww_bpc_seg_software_topseller_2022Q3,252,1439
2395,prep_srv_ww.usp_svc_ww_bpc_seg_software_topseller_2022Q4,620,1439
2396,prep_srv_ww.usp_svc_ww_detail_bpc_seg,326,1439
2397,prep_srv_ww.usp_svc_ww_upsell_glpca,506,1439
2398,prep_srv_ww.usp_svc_ww_upsell_seg_alloc,789,1439
2399,prep_srv_ww.usp_svc_ww_upsell_seg_alloc_2021Q1,366,1439
2400,prep_srv_ww.usp_svc_ww_upsell_seg_alloc_2021Q2,257,1439
2401,prep_srv_ww.usp_svc_ww_upsell_seg_alloc_2021Q3,351,1439
2402,prep_srv_ww.usp_svc_ww_upsell_seg_alloc_2021Q4,568,1439
2403,prep_srv_ww.usp_svc_ww_upsell_seg_alloc_2022Q1,760,1439
2404,prep_srv_ww.usp_svc_ww_upsell_seg_alloc_2022Q2,150,1439
2405,prep_srv_ww.usp_svc_ww_upsell_seg_alloc_2022Q3,771,1439
2406,prep_srv_ww.usp_svc_ww_upsell_seg_alloc_2022Q4,183,1439
2407,rdm.bw_/bic/azi_bla092,753,1439
2408,rdm.bw_/bic/azi_bpc0800,630,1439
2409,rdm.bw_/bic/azi_bpc0900,725,1439
2410,rdm.bw_/bic/azi_bpc1700,369,1439
2411,rdm.bw_/bic/azi_bpc2400,87,1439
2412,rdm.bw_/bic/azi_eea112,475,1439
2413,rdm.bw_/bic/azi_eea142,704,1439
2414,rdm.bw_/bic/azi_eea152,503,1439
2415,rdm.bw_/bic/azi_eea182,535,1439
2416,rdm.bw_/bic/azi_eea202,740,1439
2417,rdm.bw_/bic/azi_ees1700,504,1439
2418,rdm.bw_/bic/azi_ees3500,483,1439
2419,rdm.bw_/bic/azi_ees4000,472,1439
2420,rdm.bw_/bic/azi_ees5400,622,1439
2421,rdm.bw_/bic/azi_ees5600,425,1439
2422,rdm.bw_/bic/azi_ees7200,592,1439
2423,rdm.bw_/bic/azi_ees7400,491,1439
2424,rdm.bw_/bic/azi_ees8500,565,1439
2425,rdm.bw_/bic/azi_gps0100,292,1439
2426,rdm.bw_/bic/azi_mma412,272,1439
2427,rdm.bw_/bic/azi_mps0800,283,1439
2428,rdm.bw_/bic/azi_ops0100,17,1439
2429,rdm.bw_/bic/azi_ops0500,449,1439
2430,rdm.bw_/bic/azi_ops1600,575,1439
2431,rdm.bw_/bic/azi_ops1900,575,1439
2432,rdm.bw_/bic/azi_ops2300,778,1439
2433,rdm.bw_/bic/azi_ops7600,701,1439
2434,rdm.bw_/bic/azi_pcs0300,280,1439
2435,rdm.bw_/bic/azi_pcs0600,70,1439
2436,rdm.bw_/bic/azi_pcs1200,156,1439
2437,rdm.bw_/bic/azi_sos5500,385,1439
2438,rdm.bw_/bic/azi_sos6700,459,1439
2439,rdm.bw_/bic/azi_srsmg00,338,1439
2440,rdm.bw_/bic/azi_sws0800,484,1439
2441,rdm.bw_azi_ops6100,252,1439
2442,rdm.bw_azi_ops6400,142,1439
2443,rdm.bw_bic_azi_ops1000,642,1439
2444,rdm.bw_bic_azi_ops2700,668,1439
2445,rdm.con_detail_report_filter,20,1439
2446,rdm.data_catalog_human_resources,611,1439
2447,rdm.data_catalog_supply_chain,602,1439
2448,rdm.isg_idc_manual_input_file,782,1439
2449,rdm.isg_operational_and_ext_pcon,679,1439
2450,rdm.isg_seg_master_kpi_prc_loads_input_file,23,1439
2451,rdm.isg_seg_master_kpi_prc_pipeline_input_file,248,1439
2452,rdm.isg_seg_master_kpi_sale_ops_input_file,127,1439
2453,rdm.isg_seg_master_kpi_server_input_file,799,1439
2454,rdm.isg_seg_perf_units_mapping_input_file,55,1439
2455,rdm.isg_sw_rev_manual_input_file,423,1439
2456,rdm.iso_curr,339,1439
2457,rdm.lenovo_calendar,289,1439
2458,rdm.prc_bms_newbu_mapping,674,1439
2459,rdm.prc_cfc_mt_ms,760,1439
2460,rdm.prc_cfc_mtm_ms,455,1439
2461,rdm.prc_finance_month_ms,312,1439
2462,rdm.prc_jv_hw_pos_ms,607,1439
2463,rdm.prc_jv_ps_renew_ms,613,1439
2464,rdm.prc_jv_togo_pipeline_ms,186,1439
2465,rdm.prc_mtm_ms,368,1439
2466,rdm.prc_re_socode,475,1439
2467,rdm.prc_rel_lenovoday,364,1439
2468,rdm.prc_services_mtm_ms,330,1439
2469,rdm.prc_svc_gp_ms,171,1439
2470,rdm.rdm_cdc_and_rdc_shipping_reverse,7,1439
2471,rdm.rdm_huishang_direct_bp_list,157,1439
2472,rdm.rdm_m1001_prc_smb_customer,709,1439
2473,rdm.rdm_m1002_prc_con_product_mapping_new,796,1439
2474,rdm.rdm_m1002_prc_smb_product_mapping,292,1439
2475,rdm.rdm_m1004_prc_bp_smb_dz_mapping,776,1439
2476,rdm.rdm_m1004_prc_con_customer_mapping_new,55,1439
2477,rdm.rdm_m1004_prc_smb_customer_mapping_new,304,1439
2478,rdm.rdm_prc_fiscal_week,142,1439
2479,rdm.rdm_product_line_to_business_unit,623,1439
2480,rdm.rdm_t_0101_bu,425,1439
2481,rdm.rdm_t_0101_rel_city_cleaning,61,1439
2482,rdm.rdm_t_1001_target_bych_con_idl,668,1439
2483,rdm.rdm_t_8000_prd_alc_mtm_list,110,1439
2484,rdm.rdm_t_dailyca_prc_bms_mapping_keychannel,207,1439
2485,rdm.rdm_t_m1001_lecoo_bu_mapping_con,189,1439
2486,rdm.rdm_t_m1001_lecoo_bu_mapping_smb,230,1439
2487,rdm.rdm_t_m1001_lecoo_cus_list,635,1439
2488,rdm.rdm_t_m1001_lecoo_cus_sgm_mapping_con,594,1439
2489,rdm.rdm_t_m1001_lecoo_cus_sgm_mapping_smb,794,1439
2490,rdm.rdm_t_m1001_lecoo_provider_list,627,1439
2491,rdm.rdm_t_m2001_region_combatunit_mapping,512,1439
2492,rdm.rdm_third_party_gpn_mapping,768,1439
2493,rdm.svc_hw_svc_option,63,1439
2494,rdm.svc_profit_center_determ,477,1439
2495,rdm.t_m1001_finance_gtn,216,1439
2496,rdm.usp_prc_jv_hw_pos_ms,532,1439
